,ride_id,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_size,ride_dt,duration_time
22455,22455,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5540,1,1966,Male,29,2022-12-06,7
22456,22456,18 minutes,16,Steuart St at Market St,104,4th St at 16th St,5063,1,1979,Male,29,2022-02-06,18
22457,22457,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4625,3,1984,Female,27,2022-09-13,6
22458,22458,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4827,3,1980,Male,29,2022-12-06,6
22459,22459,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,3128,3,1945,Male,29,2022-11-23,15
22460,22460,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),89,Division St at Potrero Ave,5148,3,1985,Male,26,2022-11-24,13
22461,22461,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),873,3,1976,Male,29,2022-02-08,11
22462,22462,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,908,2,1981,Male,26,2022-07-17,12
22463,22463,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),77,11th St at Natoma St,5279,1,1964,Male,29,2022-04-22,8
22464,22464,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),536,2,1988,Male,29,2022-11-19,8
22465,22465,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5001,2,1975,Male,26,2021-12-11,5
22466,22466,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4656,1,1964,Male,29,2022-07-29,10
22467,22467,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,4384,2,1987,Male,27,2022-01-01,7
22468,22468,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,5549,2,1972,Male,27,2021-12-21,5
22469,22469,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,5217,2,1968,Male,27,2022-04-27,6
22470,22470,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,5185,1,1984,Female,26,2022-05-22,7
22471,22471,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4417,2,1965,Male,26,2022-04-02,3
22472,22472,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5284,3,1982,Male,26,2022-06-07,6
22473,22473,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4798,1,1978,Female,27,2022-11-21,6
22474,22474,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2063,2,1991,Male,27,2022-02-05,7
22475,22475,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),102,Irwin St at 8th St,5266,2,1967,Male,26,2022-10-27,15
22476,22476,5 minutes,81,Berry St at 4th St,64,5th St at Brannan St,4966,2,1987,Male,29,2021-12-14,5
22477,22477,6 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,3060,2,1962,Female,26,2022-08-19,6
22478,22478,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5379,3,1963,Female,26,2022-01-21,5
22479,22479,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4317,1,1981,Male,27,2021-12-17,3
22480,22480,13 minutes,16,Steuart St at Market St,126,Esprit Park,3191,2,1982,Male,29,2022-01-28,13
22481,22481,9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5368,2,1982,Male,29,2022-04-18,9
22482,22482,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,4835,2,1966,Female,26,2022-06-08,13
22483,22483,11 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3101,2,1954,Male,26,2022-02-07,11
22484,22484,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),336,Potrero Ave and Mariposa St,5328,2,1994,Male,26,2022-07-22,12
22485,22485,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5284,3,1972,Female,29,2022-05-12,10
22486,22486,9 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,3062,3,1986,Male,29,2022-11-06,9
22487,22487,4 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),3009,1,1982,Male,29,2022-10-10,4
22488,22488,6 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4998,3,1978,Male,29,2022-07-27,6
22489,22489,18 minutes,3,Powell St BART Station (Market St at 4th St),29,O'Farrell St at Divisadero St,809,2,1986,Male,26,2022-08-12,18
22490,22490,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),5484,1,1961,Male,29,2022-06-19,8
22491,22491,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4969,1,1988,Female,29,2022-08-05,7
22492,22492,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,532,2,1967,Female,27,2022-02-14,7
22493,22493,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5063,2,1995,Male,27,2022-03-17,7
22494,22494,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5006,2,1982,Male,26,2022-04-27,4
22495,22495,10 minutes,81,Berry St at 4th St,77,11th St at Natoma St,4766,2,1984,Male,27,2022-05-21,10
22496,22496,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,2206,3,1984,Male,29,2022-08-07,5
22497,22497,11 minutes,16,Steuart St at Market St,104,4th St at 16th St,5275,1,1973,Female,27,2022-01-07,11
22498,22498,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5205,2,1968,Male,29,2022-08-04,4
22499,22499,8 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,134,2,1982,Male,27,2022-08-21,8
22500,22500,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5134,2,1980,Male,26,2022-01-12,4
22501,22501,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,2571,2,1958,Male,26,2022-01-18,4
22502,22502,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5229,1,1982,Male,29,2022-05-04,9
22503,22503,3 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),2874,1,1964,Female,26,2022-09-18,3
22504,22504,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5230,1,1976,Male,27,2022-11-29,11
22505,22505,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5484,3,1967,Male,26,2022-03-03,8
22506,22506,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4652,1,1988,Male,27,2022-08-08,6
22507,22507,19 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5444,3,1955,Male,27,2022-09-30,19
22508,22508,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,989,1,1983,Male,29,2022-04-12,9
22509,22509,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),369,Hyde St at Post St,5337,1,1991,Female,26,2021-11-27,13
22510,22510,12 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,1954,1,1968,Female,29,2022-07-05,12
22511,22511,10 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,4713,1,1992,Female,27,2022-10-22,10
22512,22512,54 minutes,3,Powell St BART Station (Market St at 4th St),34,Father Alfred E Boeddeker Park,5021,2,1985,Male,26,2022-01-15,54
22513,22513,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),56,Koshland Park,4760,2,1995,Male,27,2022-09-04,14
22514,22514,7 minutes,3,Powell St BART Station (Market St at 4th St),369,Hyde St at Post St,4951,2,1979,Male,26,2022-03-16,7
22515,22515,20 minutes,3,Powell St BART Station (Market St at 4th St),355,23rd St at Tennessee St,4810,2,1986,Male,26,2022-11-07,20
22516,22516,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2058,1,1987,Female,27,2022-09-20,5
22517,22517,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),10,Washington St at Kearny St,4770,3,1992,Male,29,2022-03-24,10
22518,22518,9 minutes,22,Howard St at Beale St,61,Howard St at 8th St,5027,2,1989,Male,27,2022-08-15,9
22519,22519,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),336,Potrero Ave and Mariposa St,4971,3,1994,Male,27,2022-11-01,6
22520,22520,18 minutes,3,Powell St BART Station (Market St at 4th St),126,Esprit Park,4821,2,1990,Other,26,2022-06-08,18
22521,22521,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),368,Myrtle St at Polk St,5469,2,1986,Male,29,2022-01-29,14
22522,22522,6 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5137,1,1999,Male,26,2022-11-12,6
22523,22523,8 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,5482,3,1987,Male,26,2022-10-30,8
22524,22524,51 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5237,3,1986,Male,29,2022-12-14,51
22525,22525,4 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4600,3,1990,Male,29,2022-01-01,4
22526,22526,5 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4834,2,1988,Female,29,2022-08-12,5
22527,22527,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),369,Hyde St at Post St,4972,3,1997,Male,29,2022-04-19,11
22528,22528,9 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,5112,3,1993,Male,26,2022-11-11,9
22529,22529,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4929,3,1980,Male,29,2022-01-16,9
22530,22530,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5402,2,1982,Male,29,2022-08-11,3
22531,22531,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,873,2,1985,Male,27,2022-01-17,15
22532,22532,68 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,4658,2,1988,Male,26,2022-01-20,68
22533,22533,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5484,1,1987,Male,29,2022-07-14,9
22534,22534,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,5417,1,1948,Male,26,2022-11-28,6
22535,22535,41 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5425,3,1968,Male,26,2022-09-05,41
22536,22536,55 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4846,2,1993,Male,29,2022-08-10,55
22537,22537,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,4948,3,1950,Male,27,2022-05-15,2
22538,22538,36 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5112,3,1993,Male,26,2022-03-05,36
22539,22539,7 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5297,3,1980,Male,29,2022-02-26,7
22540,22540,15 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),5297,2,1980,Male,26,2022-08-20,15
22541,22541,13 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,4960,1,1974,Male,26,2022-07-25,13
22542,22542,10 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,4652,2,1993,Male,26,2022-05-06,10
22543,22543,42 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,5453,2,1988,Male,29,2022-09-27,42
22544,22544,7 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5459,2,1957,Male,29,2022-05-21,7
22545,22545,17 minutes,3,Powell St BART Station (Market St at 4th St),29,O'Farrell St at Divisadero St,809,1,1986,Male,29,2022-08-10,17
22546,22546,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,536,2,1985,Male,27,2022-11-13,13
22547,22547,23 minutes,81,Berry St at 4th St,122,19th St at Mission St,5239,2,1978,Male,26,2022-01-05,23
22548,22548,7 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4936,2,1982,Male,27,2022-09-04,7
22549,22549,8 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5484,3,1981,Male,29,2022-06-23,8
22550,22550,9 minutes,81,Berry St at 4th St,77,11th St at Natoma St,4842,2,1984,Male,26,2022-07-20,9
22551,22551,16 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,4804,1,1992,Male,27,2022-02-12,16
22552,22552,8 minutes,3,Powell St BART Station (Market St at 4th St),33,Golden Gate Ave at Hyde St,204,2,1983,Male,29,2022-09-25,8
22553,22553,1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),675,3,1983,Male,26,2022-04-15,1
22554,22554,15 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,5440,3,1978,Female,26,2022-11-18,15
22555,22555,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,5292,2,1985,Male,26,2022-08-30,5
22556,22556,4 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,4733,3,1979,Male,27,2021-11-28,4
22557,22557,31 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),4875,2,1996,Male,27,2022-02-10,31
22558,22558,10 minutes,81,Berry St at 4th St,14,Clay St at Battery St,5140,2,1981,Male,26,2022-02-09,10
22559,22559,9 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,4451,2,1997,Female,27,2022-07-08,9
22560,22560,9 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5402,2,1995,Male,27,2022-03-23,9
22561,22561,10 minutes,16,Steuart St at Market St,17,Embarcadero BART Station (Beale St at Market St),4825,2,1990,Female,26,2022-05-22,10
22562,22562,8 minutes,5,Powell St BART Station (Market St at 5th St),383,Golden Gate Ave at Franklin St,4832,1,1996,Male,26,2022-03-28,8
22563,22563,8 minutes,5,Powell St BART Station (Market St at 5th St),383,Golden Gate Ave at Franklin St,5015,2,1996,Male,26,2022-01-27,8
22564,22564,6 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5274,3,1989,Female,29,2022-03-27,6
22565,22565,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),144,Precita Park,5538,3,1985,Male,27,2022-09-12,13
22566,22566,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),127,Valencia St at 21st St,5220,3,1995,Male,29,2022-11-25,11
22567,22567,1 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5015,2,1996,Male,26,2021-12-19,1
22568,22568,180 minutes,3,Powell St BART Station (Market St at 4th St),77,11th St at Natoma St,5141,2,1987,Male,29,2022-09-06,180
22569,22569,5 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),3211,2,1996,Male,27,2022-04-28,5
22570,22570,5 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),1860,2,1996,Male,26,2022-06-18,5
22571,22571,9 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,3210,3,1999,Male,26,2022-12-13,9
22572,22572,1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),675,2,1996,Male,27,2022-05-26,1
22573,22573,9 minutes,81,Berry St at 4th St,76,McCoppin St at Valencia St,5132,3,1964,Female,26,2022-12-16,9
22574,22574,11 minutes,16,Steuart St at Market St,4,Cyril Magnin St at Ellis St,4835,2,1965,Male,27,2022-08-27,11
22575,22575,15 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,3569,2,1985,Male,26,2022-10-22,15
22576,22576,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,5348,2,1992,Male,27,2022-08-05,10
22577,22577,11 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,5452,2,1995,Male,27,2022-06-20,11
22578,22578,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4757,1,1952,Male,29,2022-08-17,7
22579,22579,1289 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,5185,1,1979,Male,29,2022-03-25,1289
22580,22580,105 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4417,3,1988,Male,29,2022-08-14,105
22581,22581,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5063,1,1986,Male,27,2022-08-30,6
22582,22582,12 minutes,3,Powell St BART Station (Market St at 4th St),73,Pierce St at Haight St,4813,3,1986,Female,27,2022-11-14,12
22583,22583,4 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,1199,2,1994,Male,27,2022-10-13,4
22584,22584,8 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4996,3,1994,Male,26,2022-07-06,8
22585,22585,13 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4816,3,1988,Male,26,2022-01-21,13
22586,22586,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5052,1,1998,Male,26,2021-12-30,13
22587,22587,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5168,2,1985,Male,29,2022-04-15,17
22588,22588,5 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4804,1,1982,Female,26,2022-03-06,5
22589,22589,5 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5496,3,1980,Male,29,2022-11-16,5
22590,22590,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4836,2,1985,Female,27,2022-08-13,16
22591,22591,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4848,1,1983,Male,26,2022-06-30,15
22592,22592,5 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4948,2,1990,Male,27,2022-07-25,5
22593,22593,10 minutes,22,Howard St at Beale St,79,7th St at Brannan St,5227,1,1992,Male,27,2022-10-16,10
22594,22594,32 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5001,2,1999,Male,26,2022-05-06,32
22595,22595,31 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5229,2,1999,Male,27,2022-12-05,31
22596,22596,33 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4875,2,1988,Male,26,2022-05-07,33
22597,22597,34 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5230,1,1993,Male,29,2022-02-26,34
22598,22598,31 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4798,3,1999,Male,26,2022-02-28,31
22599,22599,34 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5052,2,1993,Male,27,2022-12-24,34
22600,22600,6 minutes,16,Steuart St at Market St,9,Broadway at Battery St,5249,3,1993,Male,29,2022-09-29,6
22601,22601,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5391,2,1992,Female,26,2022-01-25,7
22602,22602,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5314,2,1992,Male,29,2022-08-08,7
22603,22603,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),115,Jackson Playground,5322,1,1986,Other,29,2022-01-11,8
22604,22604,50 minutes,81,Berry St at 4th St,363,Salesforce Transit Center (Natoma St at 2nd St),4774,2,1993,Male,26,2022-06-01,50
22605,22605,36 minutes,5,Powell St BART Station (Market St at 5th St),4,Cyril Magnin St at Ellis St,4816,2,1988,Male,26,2022-02-21,36
22606,22606,30 minutes,22,Howard St at Beale St,95,Sanchez St at 15th St,320,2,1981,Female,27,2022-08-01,30
22607,22607,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),64,5th St at Brannan St,5237,3,1992,Male,27,2022-04-17,7
22608,22608,3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5328,2,1977,Female,27,2022-09-09,3
22609,22609,8 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,5425,2,1969,Male,26,2022-09-26,8
22610,22610,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4948,2,1990,Male,29,2022-03-25,8
22611,22611,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,4968,1,1973,Male,27,2022-03-30,7
22612,22612,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,4970,3,1992,Male,27,2021-12-21,17
22613,22613,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),76,McCoppin St at Valencia St,4831,2,1986,Male,26,2022-02-26,7
22614,22614,33 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4816,3,1988,Male,29,2022-02-28,33
22615,22615,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),28,The Embarcadero at Bryant St,5038,2,1993,Male,26,2022-01-24,8
22616,22616,5 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,4767,2,1982,Male,29,2022-09-26,5
22617,22617,7 minutes,3,Powell St BART Station (Market St at 4th St),59,S Van Ness Ave at Market St,4947,3,1965,Male,26,2022-04-26,7
22618,22618,11 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,424,2,1985,Male,29,2022-08-23,11
22619,22619,5 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5230,2,1994,Male,26,2022-06-12,5
22620,22620,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,845,2,1992,Female,27,2021-12-21,8
22621,22621,29 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),72,Page St at Scott St,5496,2,1985,Female,29,2022-06-08,29
22622,22622,28 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),72,Page St at Scott St,5358,3,1984,Male,27,2022-03-20,28
22623,22623,3 minutes,3,Powell St BART Station (Market St at 4th St),34,Father Alfred E Boeddeker Park,4383,2,1995,Male,29,2022-06-18,3
22624,22624,3 minutes,16,Steuart St at Market St,27,Beale St at Harrison St,4600,2,1988,Male,29,2022-03-10,3
22625,22625,7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4629,2,1991,Female,26,2022-10-23,7
22626,22626,6 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,5022,2,1968,Male,26,2022-10-22,6
22627,22627,45 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4733,3,1988,Male,26,2022-04-12,45
22628,22628,7 minutes,5,Powell St BART Station (Market St at 5th St),49,S Park St at 3rd St,5364,1,1995,Male,27,2022-01-29,7
22629,22629,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5282,1,1991,Male,27,2022-05-20,8
22630,22630,12 minutes,5,Powell St BART Station (Market St at 5th St),345,Hubbell St at 16th St,5056,3,1978,Male,29,2021-12-11,12
22631,22631,32 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5335,2,1968,Male,27,2022-01-22,32
22632,22632,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4600,2,1988,Male,26,2022-10-29,5
22633,22633,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5237,2,1991,Male,29,2022-02-15,5
22634,22634,9 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5009,2,1986,Male,26,2022-10-02,9
22635,22635,8 minutes,81,Berry St at 4th St,37,2nd St at Folsom St,2981,1,1987,Male,29,2022-02-26,8
22636,22636,15 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,5483,1,1995,Female,26,2022-09-29,15
22637,22637,5 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,5482,2,1987,Male,26,2022-12-26,5
22638,22638,12 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4981,1,1978,Male,26,2022-01-16,12
22639,22639,12 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4998,2,1988,Male,27,2022-03-29,12
22640,22640,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,5284,2,1990,Male,27,2022-08-16,10
22641,22641,13 minutes,81,Berry St at 4th St,43,San Francisco Public Library (Grove St at Hyde St),5415,2,1990,Male,26,2022-07-27,13
22642,22642,7 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,4767,2,1990,Male,29,2022-03-08,7
22643,22643,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5482,1,1987,Male,27,2022-07-11,6
22644,22644,14 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5237,1,1996,Male,29,2022-02-23,14
22645,22645,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,4712,2,1986,Male,27,2022-09-08,9
22646,22646,60 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5018,1,1988,Male,27,2022-06-23,60
22647,22647,9 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,4778,1,1987,Male,27,2022-01-26,9
22648,22648,8 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,4838,2,1986,Male,27,2022-06-02,8
22649,22649,16 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,4400,2,1992,Male,29,2021-12-18,16
22650,22650,16 minutes,5,Powell St BART Station (Market St at 5th St),126,Esprit Park,5389,2,1993,Female,26,2022-05-18,16
22651,22651,8 minutes,5,Powell St BART Station (Market St at 5th St),86,Market St at Dolores St,5296,2,1991,Male,26,2022-03-18,8
22652,22652,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),64,5th St at Brannan St,4733,1,1950,Male,26,2022-08-24,2
22653,22653,12 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,5335,1,1994,Male,27,2022-01-07,12
22654,22654,14 minutes,5,Powell St BART Station (Market St at 5th St),121,Mission Playground,5054,3,1993,Male,29,2022-02-23,14
